Período,Fecha de nacimiento,Sexo,NivelFormativo,Discapacidad,Inmigrante,Perceptor,DificilInsercion,Tipo acción,Colocacion,FechaColocacion,FechaFinContrato,TipoContrato,,
03/21,29/05/1960,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,16/08/1972,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,30/06/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/10/1989,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
03/21,11/06/1976,Hombre,Estudios secundarios,N,N,S,N,Colocación,S,,,,,
03/21,26/04/1953,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,12/12/1987,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,25/05/1950,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,12/01/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/11/1962,Hombre,Estudios secundarios,S,S,N,S,Intento colocación,N,,,,,
03/21,10/04/1986,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,14/04/1983,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
03/21,24/08/1968,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,05/01/1978,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,11/05/1967,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,31/12/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,24/05/1975,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,08/02/1992,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
03/21,14/04/1991,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,14/04/1991,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,06/08/1976,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,21/02/1984,Hombre,Estudios primarios,N,N,N,N,Alta,N,,,,,
03/21,18/08/1986,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
03/21,31/12/1993,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,18/04/1956,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,,,,,
03/21,18/04/1956,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/02/1981,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,29/09/1974,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,27/09/1973,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,01/02/1977,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,19/03/1959,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
03/21,06/12/1974,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,06/12/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,23/08/1973,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,06/01/1980,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
03/21,02/01/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,30/05/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,12/05/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,01/06/1961,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,06/04/1966,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
03/21,28/07/1979,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,29/06/1975,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,20/10/1977,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
03/21,11/08/1984,Hombre,Estudios secundarios,N,N,N,N,Colocación,S,,,,,
03/21,28/04/1976,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,14/03/1965,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,22/09/1971,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,04/10/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,23/09/1974,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
03/21,08/06/1986,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/11/1964,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,10/01/1966,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,19/09/1975,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,20/04/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,27/05/1979,Mujer,Sin estudios,N,S,N,S,Alta,N,,,,,
03/21,15/08/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,13/02/1996,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/12/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,06/12/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,01/07/1966,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,08/04/1966,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,02/07/1986,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,17/11/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/12/1974,Hombre,Estudios secundarios,S,N,N,S,Alta,N,,,,,
03/21,20/03/1971,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,21/03/1960,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,07/06/1996,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,05/12/1968,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/05/1968,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,17/05/1973,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,04/08/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
03/21,21/06/1991,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,10/02/1972,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,01/02/1978,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
03/21,11/10/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/12/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
03/21,06/12/1979,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,06/12/1979,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/12/1971,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,28/01/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,27/09/1991,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,27/09/1991,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,07/06/1966,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,11/06/1976,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,19/08/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/07/1960,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,18/03/1962,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,22/06/1976,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/04/1995,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,09/05/1996,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,01/07/1956,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,23/06/1964,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/02/1967,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,11/07/1983,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
03/21,11/07/1983,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
03/21,21/10/1974,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,24/10/1992,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,17/03/1965,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,17/03/1965,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,24/11/1985,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/05/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,22/11/1995,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,22/11/1995,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,27/11/1982,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
03/21,01/10/1963,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,18/02/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,17/08/1994,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/09/1987,Hombre,Estudios primarios,S,N,N,S,Alta,N,,,,,
03/21,05/05/1985,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
03/21,02/12/1995,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,04/08/1978,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/05/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,09/05/1997,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/04/1973,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,17/09/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,26/02/1966,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,15/02/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,19/10/1983,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,19/10/1983,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,19/05/1985,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
03/21,13/01/1969,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,16/05/1974,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,20/05/1964,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,25/09/1987,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,17/11/1962,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,31/08/1993,Hombre,Estudios post-secundarios,N,N,N,S,Colocación,S,,,,,
03/21,09/01/1988,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,26/10/1987,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,28/09/1989,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,02/05/1966,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
03/21,08/08/1972,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,05/10/1976,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
03/21,26/04/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/02/1987,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,28/01/1974,Mujer,Estudios secundarios,S,N,S,S,Colocación,S,,,,,
03/21,13/08/1984,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,14/09/1978,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,07/04/1962,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
03/21,09/03/1973,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,05/12/2001,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,11/07/1970,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,11/07/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,26/04/1979,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,19/04/1968,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,24/06/1968,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,10/02/1973,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/12/1990,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,25/01/1981,Mujer,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
03/21,01/03/1963,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,26/04/1973,Hombre,Estudios primarios,N,N,N,S,Colocación,S,,,,,
03/21,26/04/1973,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,04/07/1976,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,01/11/1973,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,13/06/1996,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,16/06/1971,Hombre,Estudios post-secundarios,S,N,N,S,Alta,N,,,,,
03/21,02/10/1979,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
03/21,02/10/1979,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,24/07/1991,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,29/06/1967,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,17/10/1981,Mujer,Estudios primarios,N,N,S,S,Alta,N,,,,,
03/21,14/03/1981,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,14/03/1981,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,26/09/1988,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,07/04/1981,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
03/21,29/11/1968,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,05/01/1978,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,18/03/1976,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,10/02/1996,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,15/07/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,03/10/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,29/05/1981,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,13/03/1983,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,31/07/1979,Mujer,Estudios primarios,N,S,S,S,Alta,N,,,,,
03/21,13/02/1988,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
03/21,02/12/1963,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,24/12/1988,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,08/02/1992,Hombre,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,27/09/1973,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
03/21,05/07/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,10/06/1969,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,29/01/1984,Mujer,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
03/21,29/09/1993,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,11/12/1998,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,06/08/1978,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
03/21,06/08/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,31/07/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,04/03/2001,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,05/05/1975,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,05/05/1975,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,30/06/1965,Hombre,Estudios post-secundarios,N,N,N,S,Colocación,S,,,,,
03/21,30/06/1965,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,02/01/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,28/01/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,30/11/1977,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,27/06/1990,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,08/12/1965,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,04/08/1995,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,04/12/1974,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,25/04/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,16/10/1996,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,05/04/1958,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,01/05/1970,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,21/07/1976,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,18/05/1970,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,18/02/1970,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,26/02/1963,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/05/2001,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,27/01/1982,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,03/01/1968,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,24/04/1969,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,15/09/1981,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
03/21,05/02/1970,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
03/21,26/03/1994,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
03/21,31/12/1976,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,08/03/2001,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,31/05/1990,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
03/21,05/08/1977,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,28/04/1981,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,21/05/1961,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,30/07/1981,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
03/21,30/07/1981,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,22/09/1972,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,03/10/1967,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,10/04/1972,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,10/04/1972,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,01/10/1985,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,07/10/1959,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/11/1970,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,21/05/2001,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,20/10/1974,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,26/03/1982,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,29/07/1987,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
03/21,22/07/1968,Mujer,Estudios primarios,S,N,N,S,Alta,N,,,,,
03/21,14/03/1982,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,25/09/1963,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,25/09/1963,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,09/11/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,17/11/1995,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
03/21,10/08/1998,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/11/1967,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,03/07/1971,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,16/06/1972,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,16/06/1972,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,05/10/1997,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,05/10/1997,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/09/1983,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,26/11/1976,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,26/07/1970,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,08/10/1988,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,22/05/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,03/08/1994,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,03/04/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,19/11/1973,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,16/07/1996,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,21/02/1984,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,15/11/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,13/05/1980,Mujer,Estudios secundarios,N,N,S,S,Colocación,S,,,,,
03/21,21/09/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,12/09/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/11/1992,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,27/11/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,21/12/1974,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,12/09/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,28/06/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,14/07/1965,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,18/06/1994,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,09/11/1976,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,13/01/1977,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,07/07/1969,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,21/06/1999,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,18/03/1975,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,20/04/1960,Mujer,Estudios primarios,N,S,N,S,Alta,N,,,,,
03/21,09/09/1995,Hombre,Sin estudios,N,N,N,S,Intento colocación,N,,,,,
03/21,08/05/1984,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,29/03/1995,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,09/08/1999,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,01/01/1967,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
03/21,03/02/2002,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,22/09/1995,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
03/21,17/05/1977,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,18/05/1967,Hombre,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
03/21,17/11/1966,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,07/10/1968,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
03/21,17/01/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,22/06/1993,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,02/03/1983,Mujer,Estudios primarios,N,N,S,S,Alta,N,,,,,
03/21,10/05/1975,Hombre,Estudios primarios,N,N,S,S,Alta,N,,,,,
03/21,13/01/1977,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,19/12/1982,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
03/21,18/02/1970,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,31/08/1977,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,29/05/1978,Hombre,Estudios primarios,N,N,S,N,Intento colocación,N,,,,,
03/21,25/04/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,21/03/1989,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
03/21,17/03/1991,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
03/21,05/03/1986,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
03/21,12/09/1977,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
03/21,12/09/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
03/21,05/07/1976,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
